ts,ms_played,track,artist,album,uri,UniqueID,track_uri
2015-11-01T20:32:49Z,0,679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),spotify:track:5NQbUaeTEOGdD6hHcre0dZ,Fetty Wap:679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ
2015-11-03T00:21:35Z,0,679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),spotify:track:5NQbUaeTEOGdD6hHcre0dZ,Fetty Wap:679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ
2015-11-04T03:13:47Z,0,,,,,,
2015-11-04T12:30:08Z,0,679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),spotify:track:5NQbUaeTEOGdD6hHcre0dZ,Fetty Wap:679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ
2015-11-05T01:25:37Z,0,679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),spotify:track:5NQbUaeTEOGdD6hHcre0dZ,Fetty Wap:679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ
2015-11-06T01:17:33Z,0,,,,,,
2015-11-08T02:45:58Z,0,,,,,,
2015-11-08T22:46:23Z,0,,,,,,
2015-11-09T03:40:59Z,0,679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),spotify:track:5NQbUaeTEOGdD6hHcre0dZ,Fetty Wap:679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ
2015-11-09T14:54:20Z,0,,,,,,
2015-11-10T17:54:16Z,0,,,,,,
2015-11-10T22:32:43Z,0,,,,,,
2015-11-10T23:23:29Z,1725995,Only,Nicki Minaj,The Pinkprint,spotify:track:4MRT0dDbhqFKl67WzhUbSw,Nicki Minaj:Only,4MRT0dDbhqFKl67WzhUbSw
2015-11-10T23:28:12Z,218546,Only Time,Enya,A Day Without Rain,spotify:track:6FLwmdmW77N1Pxb1aWsZmO,Enya:Only Time,6FLwmdmW77N1Pxb1aWsZmO
2015-11-10T23:29:11Z,50,Only Time,Enya,A Day Without Rain,spotify:track:6FLwmdmW77N1Pxb1aWsZmO,Enya:Only Time,6FLwmdmW77N1Pxb1aWsZmO
2015-11-10T23:29:11Z,57924,Only the Good Die Young,Billy Joel,The Essential Billy Joel,spotify:track:4gehZ6WYqLOXZpmMEq3Em9,Billy Joel:Only the Good Die Young,4gehZ6WYqLOXZpmMEq3Em9
2015-11-10T23:41:32Z,215830,Only,Nicki Minaj,The Pinkprint,spotify:track:4MRT0dDbhqFKl67WzhUbSw,Nicki Minaj:Only,4MRT0dDbhqFKl67WzhUbSw
2015-11-10T23:41:37Z,4390,I'm Not The Only One,Sam Smith,In The Lonely Hour,spotify:track:4yQbvhT4qMtcmY2FkKVc6Z,Sam Smith:I'm Not The Only One,4yQbvhT4qMtcmY2FkKVc6Z
2015-11-10T23:52:18Z,12863,Adore,Cashmere Cat,Adore,spotify:track:34HwOOG2tTiz6tAN9h83YT,Cashmere Cat:Adore,34HwOOG2tTiz6tAN9h83YT
2015-11-10T23:52:21Z,6455,Here,Alessia Cara,Four Pink Walls,spotify:track:7IUF0dDdzguaFUwwA9BgDu,Alessia Cara:Here,7IUF0dDdzguaFUwwA9BgDu
2015-11-10T23:52:23Z,5201,Beautiful Sinner,Nicki Minaj,Pink Friday ... Roman Reloaded,spotify:track:3C8vbwl0qSHLxvtjtSyQXo,Nicki Minaj:Beautiful Sinner,3C8vbwl0qSHLxvtjtSyQXo
2015-11-10T23:52:24Z,4086,Outlaws,Alessia Cara,Four Pink Walls,spotify:track:0rUBWKzPAwbXURGJkEvq7Y,Alessia Cara:Outlaws,0rUBWKzPAwbXURGJkEvq7Y
2015-11-10T23:52:25Z,5526,Bed Of Lies,Nicki Minaj,The Pinkprint,spotify:track:490r1lg2turCiWsPAAxVBP,Nicki Minaj:Bed Of Lies,490r1lg2turCiWsPAAxVBP
2015-11-10T23:52:27Z,5108,Favorite,Nicki Minaj,The Pinkprint,spotify:track:0Rn35uVnV5Q1S1DM8NBhSr,Nicki Minaj:Favorite,0Rn35uVnV5Q1S1DM8NBhSr
2015-11-10T23:59:16Z,75789,Marilyn Monroe,Nicki Minaj,Pink Friday ... Roman Reloaded,spotify:track:4VRAVd6drMjJO4AvRLrd7w,Nicki Minaj:Marilyn Monroe,4VRAVd6drMjJO4AvRLrd7w
2015-11-10T23:59:38Z,26563,Whip It,Nicki Minaj,Pink Friday ... Roman Reloaded,spotify:track:59DuHgV4Va0Drxx8FQg8Me,Nicki Minaj:Whip It,59DuHgV4Va0Drxx8FQg8Me
2015-11-10T23:59:58Z,308859,Only,Nicki Minaj,The Pinkprint,spotify:track:4MRT0dDbhqFKl67WzhUbSw,Nicki Minaj:Only,4MRT0dDbhqFKl67WzhUbSw
2015-11-11T00:12:57Z,53760,Only,Nicki Minaj,The Pinkprint,spotify:track:4MRT0dDbhqFKl67WzhUbSw,Nicki Minaj:Only,4MRT0dDbhqFKl67WzhUbSw
2015-11-11T00:13:44Z,47360,,,,,,
2015-11-11T00:18:11Z,267023,Hotline Bling,Drake,Hotline Bling,spotify:track:6nmz4imkDcmtwMjocAzFSx,Drake:Hotline Bling,6nmz4imkDcmtwMjocAzFSx
2015-11-11T00:21:57Z,146569,Hotline Bling,Drake,Hotline Bling,spotify:track:6nmz4imkDcmtwMjocAzFSx,Drake:Hotline Bling,6nmz4imkDcmtwMjocAzFSx
2015-11-11T00:28:12Z,343799,Hotline Bling,Drake,Hotline Bling,spotify:track:6nmz4imkDcmtwMjocAzFSx,Drake:Hotline Bling,6nmz4imkDcmtwMjocAzFSx
2015-11-11T00:29:38Z,85416,,,,,,
2015-11-11T00:34:06Z,267023,Hotline Bling,Drake,Hotline Bling,spotify:track:6nmz4imkDcmtwMjocAzFSx,Drake:Hotline Bling,6nmz4imkDcmtwMjocAzFSx
2015-11-11T00:34:55Z,47996,,,,,,
2015-11-11T00:54:51Z,269290,Hotline Bling,Drake,Hotline Bling,spotify:track:6nmz4imkDcmtwMjocAzFSx,Drake:Hotline Bling,6nmz4imkDcmtwMjocAzFSx
2015-11-11T00:54:54Z,2890,Right By My Side,Nicki Minaj,Pink Friday ... Roman Reloaded,spotify:track:2bgW1SJqUjIkWcbxTPTIdy,Nicki Minaj:Right By My Side,2bgW1SJqUjIkWcbxTPTIdy
2015-11-11T00:57:26Z,77610,Hotline Bling,Drake,Hotline Bling,spotify:track:6nmz4imkDcmtwMjocAzFSx,Drake:Hotline Bling,6nmz4imkDcmtwMjocAzFSx
2015-11-12T14:16:27Z,0,Hotline Bling,Drake,Hotline Bling,spotify:track:6nmz4imkDcmtwMjocAzFSx,Drake:Hotline Bling,6nmz4imkDcmtwMjocAzFSx
2015-11-13T02:30:37Z,0,Hotline Bling,Drake,Hotline Bling,spotify:track:6nmz4imkDcmtwMjocAzFSx,Drake:Hotline Bling,6nmz4imkDcmtwMjocAzFSx
2015-11-13T03:57:59Z,0,Hotline Bling,Drake,Hotline Bling,spotify:track:6nmz4imkDcmtwMjocAzFSx,Drake:Hotline Bling,6nmz4imkDcmtwMjocAzFSx
2015-11-14T00:51:55Z,0,Hotline Bling,Drake,Hotline Bling,spotify:track:6nmz4imkDcmtwMjocAzFSx,Drake:Hotline Bling,6nmz4imkDcmtwMjocAzFSx
2015-11-14T21:40:11Z,0,679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),spotify:track:5NQbUaeTEOGdD6hHcre0dZ,Fetty Wap:679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ
2015-11-14T21:40:23Z,11500,"Hold On, We're Going Home",Drake,Nothing Was The Same,spotify:track:14Rcq31SafFBHNEwXrtR2B,"Drake:Hold On, We're Going Home",14Rcq31SafFBHNEwXrtR2B
2015-11-14T21:43:30Z,187080,"Hold On, We're Going Home",Drake,Nothing Was The Same,spotify:track:14Rcq31SafFBHNEwXrtR2B,"Drake:Hold On, We're Going Home",14Rcq31SafFBHNEwXrtR2B
2015-11-15T03:17:45Z,5158,Favorite,Nicki Minaj,The Pinkprint,spotify:track:0Rn35uVnV5Q1S1DM8NBhSr,Nicki Minaj:Favorite,0Rn35uVnV5Q1S1DM8NBhSr
2015-11-15T03:21:32Z,228553,Hotline Bling,Drake,Hotline Bling,spotify:track:6nmz4imkDcmtwMjocAzFSx,Drake:Hotline Bling,6nmz4imkDcmtwMjocAzFSx
2015-11-15T03:26:45Z,312026,Only,Nicki Minaj,The Pinkprint,spotify:track:4MRT0dDbhqFKl67WzhUbSw,Nicki Minaj:Only,4MRT0dDbhqFKl67WzhUbSw
2015-11-15T03:31:11Z,265333,Right By My Side,Nicki Minaj,Pink Friday ... Roman Reloaded,spotify:track:2bgW1SJqUjIkWcbxTPTIdy,Nicki Minaj:Right By My Side,2bgW1SJqUjIkWcbxTPTIdy
2015-11-15T03:34:37Z,205949,,,,,,
2015-11-15T03:37:48Z,190798,,,,,,
2015-11-15T03:41:21Z,211880,Four Pink Walls,Alessia Cara,Four Pink Walls,spotify:track:5cjHdvKZ0U6L4ideC87aDG,Alessia Cara:Four Pink Walls,5cjHdvKZ0U6L4ideC87aDG
2015-11-15T03:46:20Z,251700,The Crying Game,Nicki Minaj,The Pinkprint,spotify:track:4OgSKgxZqty3qQMtKU44Ah,Nicki Minaj:The Crying Game,4OgSKgxZqty3qQMtKU44Ah
2015-11-15T03:46:34Z,265226,The Crying Game,Nicki Minaj,The Pinkprint,spotify:track:4OgSKgxZqty3qQMtKU44Ah,Nicki Minaj:The Crying Game,4OgSKgxZqty3qQMtKU44Ah
2015-11-15T03:50:10Z,215999,Adore,Cashmere Cat,Adore,spotify:track:34HwOOG2tTiz6tAN9h83YT,Cashmere Cat:Adore,34HwOOG2tTiz6tAN9h83YT
2015-11-15T03:53:31Z,200280,,,,,,
2015-11-15T03:57:19Z,227320,Beautiful Sinner,Nicki Minaj,Pink Friday ... Roman Reloaded,spotify:track:3C8vbwl0qSHLxvtjtSyQXo,Nicki Minaj:Beautiful Sinner,3C8vbwl0qSHLxvtjtSyQXo
2015-11-15T04:01:22Z,242946,Favorite,Nicki Minaj,The Pinkprint,spotify:track:0Rn35uVnV5Q1S1DM8NBhSr,Nicki Minaj:Favorite,0Rn35uVnV5Q1S1DM8NBhSr
2015-11-15T04:05:43Z,196426,Marilyn Monroe,Nicki Minaj,Pink Friday ... Roman Reloaded,spotify:track:4VRAVd6drMjJO4AvRLrd7w,Nicki Minaj:Marilyn Monroe,4VRAVd6drMjJO4AvRLrd7w
2015-11-15T04:10:13Z,269946,Bed Of Lies,Nicki Minaj,The Pinkprint,spotify:track:490r1lg2turCiWsPAAxVBP,Nicki Minaj:Bed Of Lies,490r1lg2turCiWsPAAxVBP
2015-11-15T04:13:50Z,216346,Around The World,Natalie La Rose,Around The World,spotify:track:5IxXl4qLDoh16PJ5E7lnql,Natalie La Rose:Around The World,5IxXl4qLDoh16PJ5E7lnql
2015-11-15T04:17:13Z,203026,Outlaws,Alessia Cara,Four Pink Walls,spotify:track:0rUBWKzPAwbXURGJkEvq7Y,Alessia Cara:Outlaws,0rUBWKzPAwbXURGJkEvq7Y
2015-11-15T04:22:44Z,267023,Hotline Bling,Drake,Hotline Bling,spotify:track:6nmz4imkDcmtwMjocAzFSx,Drake:Hotline Bling,6nmz4imkDcmtwMjocAzFSx
2015-11-15T04:27:56Z,312026,Only,Nicki Minaj,The Pinkprint,spotify:track:4MRT0dDbhqFKl67WzhUbSw,Nicki Minaj:Only,4MRT0dDbhqFKl67WzhUbSw
2015-11-15T04:32:22Z,265333,Right By My Side,Nicki Minaj,Pink Friday ... Roman Reloaded,spotify:track:2bgW1SJqUjIkWcbxTPTIdy,Nicki Minaj:Right By My Side,2bgW1SJqUjIkWcbxTPTIdy
2015-11-15T04:35:49Z,205949,,,,,,
2015-11-15T04:39:00Z,190798,,,,,,
2015-11-15T04:42:33Z,211880,Four Pink Walls,Alessia Cara,Four Pink Walls,spotify:track:5cjHdvKZ0U6L4ideC87aDG,Alessia Cara:Four Pink Walls,5cjHdvKZ0U6L4ideC87aDG
2015-11-15T04:48:01Z,265226,The Crying Game,Nicki Minaj,The Pinkprint,spotify:track:4OgSKgxZqty3qQMtKU44Ah,Nicki Minaj:The Crying Game,4OgSKgxZqty3qQMtKU44Ah
2015-11-15T20:09:17Z,0,Hotline Bling,Drake,Hotline Bling,spotify:track:6nmz4imkDcmtwMjocAzFSx,Drake:Hotline Bling,6nmz4imkDcmtwMjocAzFSx
2015-11-15T20:11:27Z,134346,Mark My Words,Justin Bieber,Purpose,spotify:track:2SnNaoNhMjC1WRMTWD8qTX,Justin Bieber:Mark My Words,2SnNaoNhMjC1WRMTWD8qTX
2015-11-15T20:15:10Z,223333,Children,Justin Bieber,Purpose,spotify:track:7sK3nu6yk8urQ44ouEB7Au,Justin Bieber:Children,7sK3nu6yk8urQ44ouEB7Au
2015-11-15T20:17:09Z,118010,Purpose,Justin Bieber,Purpose,spotify:track:2IjyFRCRn8x1bEquOM3vxg,Justin Bieber:Purpose,2IjyFRCRn8x1bEquOM3vxg
2015-11-15T20:17:51Z,41440,No Pressure,Justin Bieber,Purpose,spotify:track:23UV8pJEvRnAZd6ZAXBC0H,Justin Bieber:No Pressure,23UV8pJEvRnAZd6ZAXBC0H
2015-11-15T20:18:57Z,66070,Life Is Worth Living,Justin Bieber,Purpose,spotify:track:4yWCzA44dQyp0SoeM81bUb,Justin Bieber:Life Is Worth Living,4yWCzA44dQyp0SoeM81bUb
2015-11-15T20:22:25Z,208120,Company,Justin Bieber,Purpose,spotify:track:61uyGDPJ06MkxJtHgPmuyO,Justin Bieber:Company,61uyGDPJ06MkxJtHgPmuyO
2015-11-15T20:25:16Z,169950,Love Yourself,Justin Bieber,Purpose,spotify:track:50kpGaPAhYJ3sGmk6vplg0,Justin Bieber:Love Yourself,50kpGaPAhYJ3sGmk6vplg0
2015-11-15T20:28:44Z,208120,Company,Justin Bieber,Purpose,spotify:track:61uyGDPJ06MkxJtHgPmuyO,Justin Bieber:Company,61uyGDPJ06MkxJtHgPmuyO
2015-11-15T20:33:40Z,233720,Love Yourself,Justin Bieber,Purpose,spotify:track:50kpGaPAhYJ3sGmk6vplg0,Justin Bieber:Love Yourself,50kpGaPAhYJ3sGmk6vplg0
2015-11-15T20:33:43Z,1524,What Do You Mean? - Acoustic,Justin Bieber,Purpose,spotify:track:5YNf9s8WE3iF33YaFNrgpa,Justin Bieber:What Do You Mean? - Acoustic,5YNf9s8WE3iF33YaFNrgpa
2015-11-15T20:37:06Z,203613,Trust,Justin Bieber,Purpose,spotify:track:00IH8ZjI9ZGB51WRX1Oesj,Justin Bieber:Trust,00IH8ZjI9ZGB51WRX1Oesj
2015-11-15T20:37:18Z,10826,What Do You Mean?,Justin Bieber,Purpose,spotify:track:4B0JvthVoAAuygILe3n4Bs,Justin Bieber:What Do You Mean?,4B0JvthVoAAuygILe3n4Bs
2015-11-15T20:40:37Z,199226,Been You,Justin Bieber,Purpose,spotify:track:6gcA4zzG6FnMEgPSDKbAMs,Justin Bieber:Been You,6gcA4zzG6FnMEgPSDKbAMs
2015-11-15T20:44:00Z,202960,We Are,Justin Bieber,Purpose,spotify:track:1m6FkAtWVloxIRHKl7pBDP,Justin Bieber:We Are,1m6FkAtWVloxIRHKl7pBDP
2015-11-15T20:48:36Z,275040,No Sense,Justin Bieber,Purpose,spotify:track:5L9WFUodzACitS1TiGm7Mi,Justin Bieber:No Sense,5L9WFUodzACitS1TiGm7Mi
2015-11-15T20:52:59Z,200786,Sorry,Justin Bieber,Purpose,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Justin Bieber:Sorry,09CtPGIpYB4BrO8qb1RGsF
2015-11-15T20:56:51Z,231413,All In It,Justin Bieber,Purpose,spotify:track:4kP50JQmyFrl9pLSmnFPZr,Justin Bieber:All In It,4kP50JQmyFrl9pLSmnFPZr
2015-11-15T20:57:38Z,46047,I'll Show You,Justin Bieber,Purpose,spotify:track:0SNIAtRCPVVLoGEPcuHSIc,Justin Bieber:I'll Show You,0SNIAtRCPVVLoGEPcuHSIc
2015-11-15T21:01:36Z,238133,Get Used To It,Justin Bieber,Purpose,spotify:track:4AMnUGvZUVJgDuY7rOPzUZ,Justin Bieber:Get Used To It,4AMnUGvZUVJgDuY7rOPzUZ
2015-11-15T21:05:41Z,244906,The Feeling,Justin Bieber,Purpose,spotify:track:7E390nZTMqEbrNC1TmHd42,Justin Bieber:The Feeling,7E390nZTMqEbrNC1TmHd42
2015-11-15T21:07:02Z,14204,Where Are Ü Now (with Justin Bieber),Jack Ü,Skrillex and Diplo present Jack Ü,spotify:track:66hayvUbTotekKU3H4ta1f,Jack Ü:Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f
2015-11-15T21:07:04Z,1280,Mark My Words,Justin Bieber,Purpose,spotify:track:2SnNaoNhMjC1WRMTWD8qTX,Justin Bieber:Mark My Words,2SnNaoNhMjC1WRMTWD8qTX
2015-11-15T21:07:05Z,1650,Children,Justin Bieber,Purpose,spotify:track:7sK3nu6yk8urQ44ouEB7Au,Justin Bieber:Children,7sK3nu6yk8urQ44ouEB7Au
2015-11-15T21:07:07Z,1350,Purpose,Justin Bieber,Purpose,spotify:track:2IjyFRCRn8x1bEquOM3vxg,Justin Bieber:Purpose,2IjyFRCRn8x1bEquOM3vxg
2015-11-15T21:08:01Z,54190,No Pressure,Justin Bieber,Purpose,spotify:track:23UV8pJEvRnAZd6ZAXBC0H,Justin Bieber:No Pressure,23UV8pJEvRnAZd6ZAXBC0H
2015-11-15T21:08:03Z,1650,Life Is Worth Living,Justin Bieber,Purpose,spotify:track:4yWCzA44dQyp0SoeM81bUb,Justin Bieber:Life Is Worth Living,4yWCzA44dQyp0SoeM81bUb
2015-11-15T21:11:31Z,208120,Company,Justin Bieber,Purpose,spotify:track:61uyGDPJ06MkxJtHgPmuyO,Justin Bieber:Company,61uyGDPJ06MkxJtHgPmuyO
2015-11-15T21:15:25Z,233720,Love Yourself,Justin Bieber,Purpose,spotify:track:50kpGaPAhYJ3sGmk6vplg0,Justin Bieber:Love Yourself,50kpGaPAhYJ3sGmk6vplg0
2015-11-15T21:15:34Z,7810,What Do You Mean? - Acoustic,Justin Bieber,Purpose,spotify:track:5YNf9s8WE3iF33YaFNrgpa,Justin Bieber:What Do You Mean? - Acoustic,5YNf9s8WE3iF33YaFNrgpa
2015-11-15T21:18:57Z,203613,Trust,Justin Bieber,Purpose,spotify:track:00IH8ZjI9ZGB51WRX1Oesj,Justin Bieber:Trust,00IH8ZjI9ZGB51WRX1Oesj
2015-11-15T21:19:08Z,9836,What Do You Mean?,Justin Bieber,Purpose,spotify:track:4B0JvthVoAAuygILe3n4Bs,Justin Bieber:What Do You Mean?,4B0JvthVoAAuygILe3n4Bs
2015-11-15T21:22:27Z,199226,Been You,Justin Bieber,Purpose,spotify:track:6gcA4zzG6FnMEgPSDKbAMs,Justin Bieber:Been You,6gcA4zzG6FnMEgPSDKbAMs
2015-11-15T21:27:00Z,202960,We Are,Justin Bieber,Purpose,spotify:track:1m6FkAtWVloxIRHKl7pBDP,Justin Bieber:We Are,1m6FkAtWVloxIRHKl7pBDP
2015-11-15T21:31:36Z,275040,No Sense,Justin Bieber,Purpose,spotify:track:5L9WFUodzACitS1TiGm7Mi,Justin Bieber:No Sense,5L9WFUodzACitS1TiGm7Mi
2015-11-15T21:34:57Z,200786,Sorry,Justin Bieber,Purpose,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Justin Bieber:Sorry,09CtPGIpYB4BrO8qb1RGsF
2015-11-15T21:35:12Z,13739,All In It,Justin Bieber,Purpose,spotify:track:4kP50JQmyFrl9pLSmnFPZr,Justin Bieber:All In It,4kP50JQmyFrl9pLSmnFPZr
2015-11-15T21:35:13Z,1380,I'll Show You,Justin Bieber,Purpose,spotify:track:0SNIAtRCPVVLoGEPcuHSIc,Justin Bieber:I'll Show You,0SNIAtRCPVVLoGEPcuHSIc
2015-11-15T21:39:11Z,238133,Get Used To It,Justin Bieber,Purpose,spotify:track:4AMnUGvZUVJgDuY7rOPzUZ,Justin Bieber:Get Used To It,4AMnUGvZUVJgDuY7rOPzUZ
2015-11-15T21:43:17Z,244906,The Feeling,Justin Bieber,Purpose,spotify:track:7E390nZTMqEbrNC1TmHd42,Justin Bieber:The Feeling,7E390nZTMqEbrNC1TmHd42
2015-11-15T21:44:33Z,13034,Where Are Ü Now (with Justin Bieber),Jack Ü,Skrillex and Diplo present Jack Ü,spotify:track:66hayvUbTotekKU3H4ta1f,Jack Ü:Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f
2015-11-15T21:44:36Z,3270,Mark My Words,Justin Bieber,Purpose,spotify:track:2SnNaoNhMjC1WRMTWD8qTX,Justin Bieber:Mark My Words,2SnNaoNhMjC1WRMTWD8qTX
2015-11-15T21:48:18Z,223333,Children,Justin Bieber,Purpose,spotify:track:7sK3nu6yk8urQ44ouEB7Au,Justin Bieber:Children,7sK3nu6yk8urQ44ouEB7Au
2015-11-15T21:51:07Z,167416,Purpose,Justin Bieber,Purpose,spotify:track:2IjyFRCRn8x1bEquOM3vxg,Justin Bieber:Purpose,2IjyFRCRn8x1bEquOM3vxg
2015-11-15T21:51:08Z,1590,No Pressure,Justin Bieber,Purpose,spotify:track:23UV8pJEvRnAZd6ZAXBC0H,Justin Bieber:No Pressure,23UV8pJEvRnAZd6ZAXBC0H
2015-11-15T21:51:10Z,1040,Life Is Worth Living,Justin Bieber,Purpose,spotify:track:4yWCzA44dQyp0SoeM81bUb,Justin Bieber:Life Is Worth Living,4yWCzA44dQyp0SoeM81bUb
2015-11-15T21:54:37Z,208120,Company,Justin Bieber,Purpose,spotify:track:61uyGDPJ06MkxJtHgPmuyO,Justin Bieber:Company,61uyGDPJ06MkxJtHgPmuyO
2015-11-15T22:01:54Z,373560,Love Yourself,Justin Bieber,Purpose,spotify:track:50kpGaPAhYJ3sGmk6vplg0,Justin Bieber:Love Yourself,50kpGaPAhYJ3sGmk6vplg0
2015-11-15T22:02:47Z,5128,What Do You Mean? - Acoustic,Justin Bieber,Purpose,spotify:track:5YNf9s8WE3iF33YaFNrgpa,Justin Bieber:What Do You Mean? - Acoustic,5YNf9s8WE3iF33YaFNrgpa
2015-11-15T22:06:11Z,203613,Trust,Justin Bieber,Purpose,spotify:track:00IH8ZjI9ZGB51WRX1Oesj,Justin Bieber:Trust,00IH8ZjI9ZGB51WRX1Oesj
2015-11-15T22:09:09Z,177826,What Do You Mean?,Justin Bieber,Purpose,spotify:track:4B0JvthVoAAuygILe3n4Bs,Justin Bieber:What Do You Mean?,4B0JvthVoAAuygILe3n4Bs
2015-11-15T22:17:11Z,353776,Been You,Justin Bieber,Purpose,spotify:track:6gcA4zzG6FnMEgPSDKbAMs,Justin Bieber:Been You,6gcA4zzG6FnMEgPSDKbAMs
2015-11-15T22:20:34Z,202960,We Are,Justin Bieber,Purpose,spotify:track:1m6FkAtWVloxIRHKl7pBDP,Justin Bieber:We Are,1m6FkAtWVloxIRHKl7pBDP
2015-11-15T22:21:44Z,4965,No Sense,Justin Bieber,Purpose,spotify:track:5L9WFUodzACitS1TiGm7Mi,Justin Bieber:No Sense,5L9WFUodzACitS1TiGm7Mi
2015-11-15T22:25:06Z,202960,We Are,Justin Bieber,Purpose,spotify:track:1m6FkAtWVloxIRHKl7pBDP,Justin Bieber:We Are,1m6FkAtWVloxIRHKl7pBDP
2015-11-15T22:25:13Z,5480,No Sense,Justin Bieber,Purpose,spotify:track:5L9WFUodzACitS1TiGm7Mi,Justin Bieber:No Sense,5L9WFUodzACitS1TiGm7Mi
2015-11-15T22:28:35Z,202960,We Are,Justin Bieber,Purpose,spotify:track:1m6FkAtWVloxIRHKl7pBDP,Justin Bieber:We Are,1m6FkAtWVloxIRHKl7pBDP
2015-11-15T22:31:59Z,202960,We Are,Justin Bieber,Purpose,spotify:track:1m6FkAtWVloxIRHKl7pBDP,Justin Bieber:We Are,1m6FkAtWVloxIRHKl7pBDP
2015-11-15T22:32:04Z,4650,No Sense,Justin Bieber,Purpose,spotify:track:5L9WFUodzACitS1TiGm7Mi,Justin Bieber:No Sense,5L9WFUodzACitS1TiGm7Mi
2015-11-15T22:32:05Z,870,I'll Show You,Justin Bieber,Purpose,spotify:track:0SNIAtRCPVVLoGEPcuHSIc,Justin Bieber:I'll Show You,0SNIAtRCPVVLoGEPcuHSIc
2015-11-15T22:34:56Z,169990,No Pressure,Justin Bieber,Purpose,spotify:track:23UV8pJEvRnAZd6ZAXBC0H,Justin Bieber:No Pressure,23UV8pJEvRnAZd6ZAXBC0H
2015-11-15T22:34:56Z,840,Sorry,Justin Bieber,Purpose,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Justin Bieber:Sorry,09CtPGIpYB4BrO8qb1RGsF
2015-11-15T22:38:54Z,238133,Get Used To It,Justin Bieber,Purpose,spotify:track:4AMnUGvZUVJgDuY7rOPzUZ,Justin Bieber:Get Used To It,4AMnUGvZUVJgDuY7rOPzUZ
2015-11-15T22:40:02Z,3666,The Feeling,Justin Bieber,Purpose,spotify:track:7E390nZTMqEbrNC1TmHd42,Justin Bieber:The Feeling,7E390nZTMqEbrNC1TmHd42
2015-11-15T22:44:00Z,238133,Get Used To It,Justin Bieber,Purpose,spotify:track:4AMnUGvZUVJgDuY7rOPzUZ,Justin Bieber:Get Used To It,4AMnUGvZUVJgDuY7rOPzUZ
2015-11-15T23:50:59Z,225726,The Feeling,Justin Bieber,Purpose,spotify:track:7E390nZTMqEbrNC1TmHd42,Justin Bieber:The Feeling,7E390nZTMqEbrNC1TmHd42
2015-11-15T23:51:00Z,1030,All In It,Justin Bieber,Purpose,spotify:track:4kP50JQmyFrl9pLSmnFPZr,Justin Bieber:All In It,4kP50JQmyFrl9pLSmnFPZr
2015-11-15T23:51:02Z,950,What Do You Mean? - Acoustic,Justin Bieber,Purpose,spotify:track:5YNf9s8WE3iF33YaFNrgpa,Justin Bieber:What Do You Mean? - Acoustic,5YNf9s8WE3iF33YaFNrgpa
2015-11-16T00:02:39Z,572220,Company,Justin Bieber,Purpose,spotify:track:61uyGDPJ06MkxJtHgPmuyO,Justin Bieber:Company,61uyGDPJ06MkxJtHgPmuyO
2015-11-16T00:04:28Z,107590,Trust,Justin Bieber,Purpose,spotify:track:00IH8ZjI9ZGB51WRX1Oesj,Justin Bieber:Trust,00IH8ZjI9ZGB51WRX1Oesj
2015-11-16T00:05:53Z,22386,Trust,Justin Bieber,Purpose,spotify:track:00IH8ZjI9ZGB51WRX1Oesj,Justin Bieber:Trust,00IH8ZjI9ZGB51WRX1Oesj
2015-11-16T00:06:51Z,0,Company,Justin Bieber,Purpose,spotify:track:61uyGDPJ06MkxJtHgPmuyO,Justin Bieber:Company,61uyGDPJ06MkxJtHgPmuyO
2015-11-16T00:13:44Z,640,Trust,Justin Bieber,Purpose,spotify:track:00IH8ZjI9ZGB51WRX1Oesj,Justin Bieber:Trust,00IH8ZjI9ZGB51WRX1Oesj
2015-11-16T00:13:44Z,146500,Company,Justin Bieber,Purpose,spotify:track:61uyGDPJ06MkxJtHgPmuyO,Justin Bieber:Company,61uyGDPJ06MkxJtHgPmuyO
2015-11-16T00:14:09Z,24670,Been You,Justin Bieber,Purpose,spotify:track:6gcA4zzG6FnMEgPSDKbAMs,Justin Bieber:Been You,6gcA4zzG6FnMEgPSDKbAMs
2015-11-16T00:15:32Z,82800,Mark My Words,Justin Bieber,Purpose,spotify:track:2SnNaoNhMjC1WRMTWD8qTX,Justin Bieber:Mark My Words,2SnNaoNhMjC1WRMTWD8qTX
